Wall time,Step,Value
1676959343.0103927,12288,882.7692260742188
1676959349.4375544,14336,888.875
1676959375.8991446,22528,831.923095703125
1676959382.2048457,24576,843.9285888671875
1676959402.702681,30720,829.8378295898438
1676959409.4918048,32768,838.025634765625
1676959430.126733,38912,788.448974609375
1676959436.7545044,40960,783.923095703125
1676959443.5223858,43008,779.5636596679688
1676959470.7316282,51200,763.8059692382812
1676959529.7841284,69632,764.7582397460938
1676959548.8451953,75776,749.5599975585938
1676959575.3455622,83968,763.4400024414062
1676959588.9945474,88064,757.6900024414062
1676959602.8486087,92160,756.1300048828125
1676959609.698612,94208,749.6500244140625
1676959623.1351976,98304,751.1500244140625
1676959641.4976609,102400,760.1400146484375
1676959668.2389145,110592,741.6900024414062
1676959675.1914394,112640,743.6799926757812
1676959681.6349046,114688,740.1400146484375
1676959688.402771,116736,736.6799926757812
1676959695.4452477,118784,730.9000244140625
1676959735.6316948,131072,740.0499877929688
1676959749.5268931,135168,734.9299926757812
1676959755.9203956,137216,735.760009765625
1676959762.7961712,139264,735.9299926757812
1676959769.4464386,141312,723.5900268554688
1676959789.1625214,147456,714.7100219726562
1676959795.9886498,149504,692.72998046875
1676959802.8764553,151552,692.72998046875
1676959809.3312078,153600,692.72998046875
1676959843.2123976,163840,642.0399780273438
1676959876.7400465,174080,624.1799926757812
1676959896.9353883,180224,618.3200073242188
1676959903.6363475,182272,628.2999877929688
1676959944.6917577,194560,590.2000122070312
1676960004.629995,210944,559.0800170898438
1676960024.594706,217088,566.280029296875
1676960031.6819623,219136,570.5800170898438
1676960078.872955,233472,550.6900024414062
1676960099.3685114,239616,563.5999755859375
1676960112.8524048,243712,554.3099975585938
1676960160.5981085,258048,583.510009765625
1676960167.465888,260096,585.260009765625
1676960188.1868343,266240,582.489990234375
1676960194.9922855,268288,569.8599853515625
1676960242.593732,282624,559.27001953125
1676960256.1324408,286720,563.3800048828125
1676960269.2093577,290816,545.010009765625
1676960276.4541817,292864,542.75
1676960283.4294245,294912,543.6300048828125
1676960340.8656654,309248,495.4100036621094
1676960374.8854103,319488,497.7900085449219
1676960388.16936,323584,510.94000244140625
1676960394.9067369,325632,507.19000244140625
1676960401.6381235,327680,519.9099731445312
1676960422.0493932,333824,506.4200134277344
1676960442.2237232,339968,487.7799987792969
1676960455.4605687,344064,482.3399963378906
1676960462.342461,346112,487.9800109863281
1676960482.2243094,352256,488.1300048828125
1676960523.9756608,364544,481.67999267578125
1676960530.610259,366592,477.239990234375
1676960544.1439502,370688,478.6600036621094
1676960564.5957406,376832,492.2799987792969
1676960577.671396,380928,507.9800109863281
1676960584.3039908,382976,511.2699890136719
1676960598.179109,387072,512.1799926757812
1676960611.7930777,391168,514.7000122070312
1676960618.6620257,393216,508.7900085449219
1676960675.4794571,407552,486.4700012207031
1676960728.9307427,423936,507.7799987792969
1676960735.7118719,425984,506.67999267578125
1676960742.8060498,428032,479.0199890136719
1676960769.4586494,436224,479.760009765625
1676960836.9113743,456704,508.82000732421875
1676960843.3572633,458752,508.6300048828125
1676960857.0386953,462848,500.3299865722656
1676960870.6688883,466944,472.9700012207031
1676960883.9633884,471040,468.5799865722656
1676960904.1142092,477184,452.94000244140625
1676960910.9215972,479232,453.7699890136719
1676960917.869465,481280,442.0199890136719
1676960938.7943873,487424,445.55999755859375
1676961016.2176087,507904,432.8999938964844
1676961029.7518694,512000,434.45001220703125
1676961070.5948122,524288,441.2200012207031
