Wall time,Step,Value
1677014445.6226676,12288,881.2307739257812
1677014451.7189631,14336,842.6470336914062
1677014476.1630557,22528,841.5
1677014482.4566643,24576,835.9310302734375
1677014501.1547508,30720,853.4000244140625
1677014508.0888429,32768,861.3243408203125
1677014527.1889286,38912,842.9130249023438
1677014533.1737242,40960,844.5416870117188
1677014539.5035658,43008,839.8038940429688
1677014564.3445814,51200,830.672119140625
1677014618.6383436,69632,819.7380981445312
1677014635.9192655,75776,809.9677124023438
1677014660.2805724,83968,800.4000244140625
1677014672.0090358,88064,802.0999755859375
1677014685.0266132,92160,785.8699951171875
1677014691.37281,94208,797.1799926757812
1677014703.3480368,98304,790.239990234375
1677014723.9882004,102400,801.2100219726562
1677014747.9420936,110592,803.989990234375
1677014753.799744,112640,800.1699829101562
1677014759.9243896,114688,800.1699829101562
1677014766.2660224,116736,799.3400268554688
1677014772.1769009,118784,805.9099731445312
1677014808.714891,131072,824.3900146484375
1677014820.9887772,135168,830.8200073242188
1677014827.30513,137216,838.3200073242188
1677014833.2671223,139264,851.719970703125
1677014838.9275334,141312,851.719970703125
1677014857.5348878,147456,868.6599731445312
1677014863.4477973,149504,868.6599731445312
1677014869.472846,151552,853.72998046875
1677014875.3567615,153600,840.0700073242188
1677014905.8139474,163840,857.2899780273438
1677014936.7617195,174080,835.530029296875
1677014955.3381517,180224,847.8900146484375
1677014961.5206528,182272,841.8400268554688
1677014997.495074,194560,805.6199951171875
1677015053.4598231,210944,755.0
1677015071.450538,217088,729.8699951171875
1677015077.8049407,219136,712.0599975585938
1677015121.7541182,233472,662.3099975585938
1677015139.8143451,239616,651.780029296875
1677015151.8513863,243712,638.5399780273438
1677015195.336565,258048,635.1300048828125
1677015201.2615945,260096,640.9299926757812
1677015220.3713088,266240,616.739990234375
1677015226.196549,268288,623.8499755859375
1677015269.526564,282624,638.8300170898438
1677015281.8506944,286720,646.8300170898438
1677015294.5393507,290816,662.02001953125
1677015300.653247,292864,668.1900024414062
1677015306.8521373,294912,677.8599853515625
1677015353.7029657,309248,673.27001953125
1677015384.745704,319488,629.1099853515625
1677015396.764911,323584,641.6099853515625
1677015403.0221794,325632,649.9000244140625
1677015408.9510028,327680,648.9000244140625
1677015427.1318228,333824,669.3499755859375
1677015445.3918355,339968,668.0499877929688
1677015457.750032,344064,663.9400024414062
1677015463.8647988,346112,663.9400024414062
1677015482.5956483,352256,669.1199951171875
1677015520.466493,364544,639.780029296875
1677015526.755599,366592,653.0900268554688
1677015539.4565291,370688,643.5499877929688
1677015558.677024,376832,606.3099975585938
1677015571.584434,380928,587.8099975585938
1677015577.4519506,382976,587.2100219726562
1677015589.993303,387072,557.489990234375
1677015603.2237647,391168,534.219970703125
1677015609.3734348,393216,539.7000122070312
1677015658.4669657,407552,524.47998046875
1677015708.2881668,423936,535.4400024414062
1677015714.379456,425984,546.2999877929688
1677015720.7327988,428032,557.6799926757812
1677015746.5608802,436224,574.7999877929688
1677015811.504687,456704,605.0999755859375
1677015817.8388338,458752,614.9199829101562
1677015830.6805463,462848,582.6799926757812
1677015843.3847408,466944,577.8699951171875
1677015856.3040843,471040,562.1500244140625
1677015874.2801986,477184,539.52001953125
1677015880.3267193,479232,534.9099731445312
1677015886.8097386,481280,526.3599853515625
1677015905.553356,487424,504.67999267578125
1677015973.5643606,507904,355.2099914550781
1677015986.8362277,512000,335.9800109863281
1677016025.6473682,524288,315.5899963378906
1677016044.8035471,530432,317.5899963378906
1677016051.1888874,532480,323.30999755859375
1677016057.7952313,534528,313.8999938964844
1677016064.3279657,536576,318.1099853515625
1677016076.9191716,540672,307.54998779296875
1677016102.5651686,548864,290.1000061035156
1677016115.2429097,552960,293.8800048828125
1677016128.0409923,557056,287.0299987792969
1677016141.1170027,561152,274.010009765625
1677016172.6342056,571392,290.54998779296875
1677016210.9302347,583680,302.9200134277344
1677016255.7662318,598016,303.45001220703125
1677016265.1987545,600064,302.010009765625
1677016297.3556507,610304,303.54998779296875
1677016304.1827874,612352,307.8500061035156
1677016323.4951677,618496,313.760009765625
1677016330.3528972,620544,314.3299865722656
1677016336.7225063,622592,313.1400146484375
1677016363.3628588,630784,307.8900146484375
1677016369.9938905,632832,305.32000732421875
1677016382.650007,636928,310.2699890136719
1677016402.363526,643072,297.80999755859375
1677016427.9960783,651264,277.489990234375
1677016434.6489482,653312,278.29998779296875
1677016441.6272259,655360,266.55999755859375
1677016448.14194,657408,267.0299987792969
1677016460.4597774,661504,275.57000732421875
1677016478.9941685,667648,279.6300048828125
1677016485.3778698,669696,283.1400146484375
1677016491.5031495,671744,288.0299987792969
1677016510.515215,677888,299.82000732421875
1677016530.270043,684032,295.1300048828125
1677016569.4196115,696320,268.04998779296875
1677016584.1309967,700416,265.79998779296875
1677016603.737828,706560,264.8999938964844
1677016610.1398141,708608,272.8900146484375
1677016622.799872,712704,276.9800109863281
1677016629.0904324,714752,278.9200134277344
1677016662.742641,724992,279.30999755859375
1677016669.274379,727040,277.80999755859375
1677016694.3275821,735232,280.3800048828125
1677016707.3955767,739328,276.7099914550781
1677016727.1562471,745472,274.3299865722656
1677016753.037728,753664,293.2900085449219
1677016778.9119868,761856,289.95001220703125
1677016791.3789604,765952,294.6000061035156
1677016817.7706923,774144,290.739990234375
1677016824.1942544,776192,291.44000244140625
1677016830.7712297,778240,290.489990234375
1677016843.4761448,782336,292.75
1677016850.1830168,784384,295.44000244140625
1677016876.7344348,792576,299.3900146484375
1677016883.728547,794624,291.25
1677016913.7621136,802816,293.95001220703125
1677016919.7281396,804864,300.70001220703125
1677016925.6988883,806912,299.94000244140625
1677016990.4884017,827392,276.4200134277344
1677017021.8667395,837632,267.5799865722656
1677017066.5844114,851968,283.3500061035156
1677017073.1610188,854016,281.2900085449219
1677017105.3983219,864256,289.3399963378906
1677017112.0527692,866304,291.3599853515625
1677017124.9011118,870400,295.1400146484375
1677017138.281283,874496,295.32000732421875
1677017164.033529,882688,297.4800109863281
1677017224.8996334,901120,314.2900085449219
1677017237.0343976,905216,314.5199890136719
1677017243.5088294,907264,327.07000732421875
1677017262.5103154,913408,322.1000061035156
1677017301.8551807,925696,293.2300109863281
1677017349.2902923,940032,248.3800048828125
1677017356.1612206,942080,247.50999450683594
1677017362.799603,944128,252.1699981689453
1677017369.570414,946176,256.6000061035156
1677017382.7485924,950272,254.5399932861328
1677017389.694039,952320,254.50999450683594
1677017409.2771115,958464,255.66000366210938
1677017415.7822425,960512,266.2300109863281
1677017447.8314745,970752,265.25
1677017454.1032135,972800,255.6699981689453
1677017523.8355894,995328,263.1000061035156
1677017545.7884889,1001472,264.0799865722656
1677017552.4729488,1003520,261.8800048828125
1677017565.1818483,1007616,275.4599914550781
1677017578.013519,1011712,301.9700012207031
1677017596.9679234,1017856,300.1400146484375
1677017667.5940652,1040384,295.25
1677017692.9605315,1048576,294.45001220703125
1677017699.6406043,1050624,286.44000244140625
1677017711.9386075,1054720,282.3800048828125
1677017724.8751864,1058816,278.29998779296875
1677017731.3676362,1060864,277.79998779296875
1677017744.5262341,1064960,272.2300109863281
1677017776.2038312,1075200,280.1400146484375
1677017782.7580538,1077248,279.6000061035156
1677017820.7357602,1089536,284.8599853515625
1677017833.4116666,1093632,299.6700134277344
1677017839.6799676,1095680,306.3500061035156
1677017846.1335506,1097728,305.1199951171875
1677017852.1495488,1099776,307.94000244140625
1677017860.8943176,1101824,309.54998779296875
1677017867.3050952,1103872,310.7200012207031
1677017879.6987717,1107968,313.32000732421875
1677017885.686316,1110016,313.7099914550781
1677017892.2540975,1112064,312.1499938964844
1677017924.6092534,1122304,320.94000244140625
1677017931.3335426,1124352,320.9700012207031
1677017937.8661523,1126400,314.04998779296875
1677017950.7999957,1130496,314.4200134277344
1677017976.2919602,1138688,308.42999267578125
1677017988.9127977,1142784,307.010009765625
1677018002.1605484,1146880,295.0
1677018030.4966571,1155072,299.4700012207031
1677018036.9369519,1157120,298.6000061035156
1677018043.4924672,1159168,293.5899963378906
1677018069.0582945,1167360,303.7699890136719
1677018094.713687,1175552,298.44000244140625
1677018100.6799233,1177600,301.0199890136719
1677018120.100145,1183744,300.57000732421875
1677018132.5542665,1187840,294.2799987792969
1677018139.1518636,1189888,292.95001220703125
1677018145.437217,1191936,295.739990234375
1677018151.9108593,1193984,287.94000244140625
1677018158.421689,1196032,284.94000244140625
1677018164.5898693,1198080,279.7799987792969
1677018179.7225032,1202176,285.8999938964844
1677018186.1296296,1204224,288.6300048828125
1677018217.801439,1214464,285.95001220703125
1677018224.3239105,1216512,278.9599914550781
1677018243.6430843,1222656,288.3999938964844
1677018249.6274157,1224704,286.6499938964844
1677018268.857632,1230848,289.5299987792969
1677018281.4001694,1234944,283.05999755859375
1677018307.4395504,1243136,295.04998779296875
1677018320.3301456,1247232,291.1000061035156
1677018332.88079,1251328,298.6700134277344
1677018345.5813835,1255424,297.42999267578125
1677018364.3751383,1261568,300.0400085449219
1677018389.7473097,1269760,302.3999938964844
1677018396.1497386,1271808,307.5400085449219
1677018409.3778691,1275904,305.6199951171875
1677018428.692636,1282048,305.0199890136719
1677018454.2930107,1290240,309.32000732421875
1677018488.3765113,1300480,298.7300109863281
1677018533.1371212,1314816,284.29998779296875
